Grid_ID,Lon,Lat,FR_Natural,FR_Natural_ZeroUndefined,FR_Historical,FR_Historical_ZeroUndefined,FR_Factual,FR_Factual_ZeroUndefined,Model,Event_Type,Delta_Total,Delta_HA,Delta_CC,Delta_Total_ZeroUndefined,Delta_HA_ZeroUndefined,Delta_CC_ZeroUndefined
355,121.25,53.25,1.2365591397849462,1.2391304347826086,1.2580645161290325,1.2608695652173914,1.0155038759689925,1.015625,h08,Drought,-0.22105526381595375,0.021505376344086224,-0.24256064016003998,-0.22350543478260865,0.021739130434782705,-0.24524456521739135
356,121.75,53.25,1.2429906542056075,1.2452830188679245,1.2242990654205608,1.2264150943396226,1.0176991150442478,1.0178571428571428,h08,Drought,-0.2252915391613597,-0.01869158878504673,-0.20659995037631296,-0.22742587601078168,-0.018867924528301883,-0.2085579514824798
357,122.25,53.25,1.047244094488189,1.0476190476190477,1.015748031496063,1.0158730158730158,0.7841726618705036,0.782608695652174,h08,Drought,-0.2630714326176853,-0.03149606299212593,-0.23157536962555936,-0.2650103519668737,-0.031746031746031855,-0.23326432022084187
358,122.75,53.25,0.9398496240601504,0.9393939393939394,0.9548872180451128,0.9545454545454546,0.8345864661654135,0.8333333333333334,h08,Drought,-0.10526315789473684,0.015037593984962405,-0.12030075187969924,-0.10606060606060608,0.015151515151515138,-0.12121212121212122
359,123.25,53.25,1.0148148148148148,1.0149253731343284,1.0610687022900764,1.0615384615384615,0.968503937007874,0.9682539682539684,h08,Drought,-0.046310877806940876,0.0462538874752616,-0.09256476528220248,-0.046671404880360035,0.04661308840413314,-0.09328449328449318
360,123.75,53.25,1.2325581395348837,1.234375,1.213740458015267,1.2153846153846153,0.904,0.9032258064516128,h08,Drought,-0.32855813953488366,-0.018817681519616603,-0.30974045801526706,-0.33114919354838723,-0.018990384615384714,-0.3121588089330025
361,124.25,53.25,1.128,1.1290322580645162,1.112,1.1129032258064515,0.7762237762237763,0.7746478873239436,h08,Drought,-0.35177622377622364,-0.015999999999999792,-0.33577622377622385,-0.3543843707405726,-0.016129032258064724,-0.3382553384825079
481,120.25,52.75,1.258823529411765,1.261904761904762,1.258823529411765,1.261904761904762,1.036036036036036,1.0363636363636364,h08,Drought,-0.222787493375729,0.0,-0.222787493375729,-0.2255411255411257,0.0,-0.2255411255411257
482,120.75,52.75,0.9801980198019802,0.98,0.9603960396039604,0.96,0.7372262773722628,0.7352941176470589,h08,Drought,-0.24297174242971742,-0.01980198019801982,-0.2231697622316976,-0.2447058823529411,-0.020000000000000018,-0.2247058823529411
483,121.25,52.75,1.3738317757009346,1.3773584905660377,1.3738317757009346,1.3773584905660377,0.9555555555555556,0.9552238805970148,h08,Drought,-0.418276220145379,0.0,-0.418276220145379,-0.42213460996902286,0.0,-0.42213460996902286
484,121.75,52.75,1.316831683168317,1.32,1.316831683168317,1.32,0.8048780487804879,0.8032786885245902,h08,Drought,-0.511953634387829,0.0,-0.511953634387829,-0.5167213114754099,0.0,-0.5167213114754099
485,122.25,52.75,0.984251968503937,0.984126984126984,1.0,1.0,0.7894736842105263,0.7878787878787878,h08,Drought,-0.1947782842934107,0.015748031496062964,-0.21052631578947367,-0.19624819624819612,0.01587301587301604,-0.21212121212121215
486,122.75,52.75,1.124031007751938,1.125,1.16793893129771,1.1692307692307693,0.6689655172413793,0.6666666666666666,h08,Drought,-0.45506549051055867,0.043907923545772,-0.49897341405633067,-0.45833333333333337,0.044230769230769296,-0.5025641025641027
487,123.25,52.75,1.072992700729927,1.0735294117647058,1.1185185185185185,1.1194029850746268,0.7482517482517482,0.7464788732394366,h08,Drought,-0.3247409524781787,0.04552581778859155,-0.37026677026677024,-0.3270505385252692,0.04587357330992092,-0.37292411183519014
488,123.75,52.75,0.9856115107913668,0.9855072463768116,1.0,1.0,0.944954128440367,0.9444444444444444,h08,Drought,-0.040657382350999804,0.014388489208633226,-0.05504587155963303,-0.04106280193236722,0.01449275362318836,-0.05555555555555558
489,124.25,52.75,1.218487394957983,1.2203389830508475,1.2016806722689075,1.2033898305084745,0.8434782608695652,0.8421052631578947,h08,Drought,-0.37500913408841785,-0.01680672268907557,-0.3582024113993423,-0.37823371989295285,-0.016949152542373058,-0.3612845673505798
490,124.75,52.75,0.8778625954198473,0.8769230769230769,0.8646616541353384,0.8636363636363636,0.8074074074074075,0.8059701492537313,h08,Drought,-0.07045518801243988,-0.013200941284508994,-0.05725424672793089,-0.07095292766934558,-0.01328671328671327,-0.05766621438263231
491,125.25,52.75,1.3047619047619048,1.3076923076923077,1.3047619047619048,1.3076923076923077,0.90990990990991,0.9090909090909092,h08,Drought,-0.39485199485199474,0.0,-0.39485199485199474,-0.39860139860139854,0.0,-0.39860139860139854
492,125.75,52.75,1.0283687943262412,1.0285714285714285,1.0425531914893618,1.042857142857143,1.017094017094017,1.0172413793103448,h08,Drought,-0.011274777232224142,0.014184397163120588,-0.02545917439534473,-0.011330049261083719,0.014285714285714457,-0.025615763546798176
611,121.25,52.25,1.1441441441441442,1.1454545454545455,1.1415929203539823,1.1428571428571428,0.8222222222222222,0.8208955223880597,h08,Drought,-0.32192192192192204,-0.0025512237901619272,-0.3193706981317601,-0.32455902306648576,-0.0025974025974027093,-0.32196162046908305
612,121.75,52.25,1.1196581196581197,1.1206896551724137,1.0854700854700854,1.0862068965517242,1.0,1.0,h08,Drought,-0.11965811965811968,-0.03418803418803429,-0.08547008547008539,-0.1206896551724137,-0.0344827586206895,-0.0862068965517242
613,122.25,52.25,1.0155038759689925,1.015625,1.0310077519379846,1.03125,0.84,0.8387096774193549,h08,Drought,-0.17550387596899253,0.015503875968992054,-0.19100775193798458,-0.17691532258064513,0.015625,-0.19254032258064513
614,122.75,52.25,1.0155038759689925,1.015625,1.0310077519379846,1.03125,0.7829457364341085,0.78125,h08,Drought,-0.23255813953488402,0.015503875968992054,-0.24806201550387608,-0.234375,0.015625,-0.25
615,123.25,52.25,0.9124087591240876,0.9117647058823528,0.9124087591240876,0.9117647058823528,0.744,0.7419354838709677,h08,Drought,-0.1684087591240876,0.0,-0.1684087591240876,-0.16982922201138506,0.0,-0.16982922201138506
616,123.75,52.25,1.134453781512605,1.1355932203389831,1.115702479338843,1.1166666666666667,0.708029197080292,0.7058823529411765,h08,Drought,-0.426424584432313,-0.018751302173761975,-0.40767328225855104,-0.4297108673978066,-0.018926553672316437,-0.4107843137254902
617,124.25,52.25,0.9224806201550388,0.921875,0.9224806201550388,0.921875,0.8449612403100775,0.84375,h08,Drought,-0.07751937984496138,0.0,-0.07751937984496138,-0.078125,0.0,-0.078125
618,124.75,52.25,0.781021897810219,0.7794117647058824,0.7925925925925926,0.7910447761194029,0.7094017094017094,0.7068965517241379,h08,Drought,-0.07162018840850959,0.011570694782373603,-0.08319088319088319,-0.07251521298174446,0.011633011413520578,-0.08414822439526504
619,125.25,52.25,0.937984496124031,0.9375,0.9534883720930232,0.953125,0.7477477477477478,0.7454545454545455,h08,Drought,-0.19023674837628324,0.015503875968992165,-0.2057406243452754,-0.19204545454545452,0.015625,-0.20767045454545452
620,125.75,52.25,1.0,1.0,1.054054054054054,1.0545454545454545,0.7062937062937062,0.704225352112676,h08,Drought,-0.29370629370629375,0.054054054054053946,-0.3477603477603477,-0.295774647887324,0.05454545454545445,-0.35032010243277845
