Model,Event_Type,Basin_Name,Mean_Delta_Total,Mean_Delta_CC,Mean_Delta_HA,Mean_Abs_Delta_CC,Mean_Abs_Delta_HA,DIndex,Residual,Valid_Grid_Count
miroc-integ-land,Flood,SWRB,-0.02078979166696894,0.027024670813840808,-0.04781446248080975,0.5177141315129309,0.10577209241134833,0.8303537618752679,0.0,314
miroc-integ-land,Flood,YHH,0.12618369580773164,0.06037376089400669,0.06580993491372497,0.18097338773314323,0.203655205146934,0.4705146499328734,-1.3877787807814457e-17,576
miroc-integ-land,Flood,YZR,0.06648095136656358,0.05206205567660061,0.014418895689962971,0.1942126331336277,0.09845068963448934,0.6636042784476489,-1.734723475976807e-18,675
watergap2-2e,Drought,CSL,0.09664479458879223,0.09552660315788326,0.0011181914309089567,0.3501998313153778,0.246333139614836,0.5870586344444427,9.107298248878237e-18,1952
watergap2-2e,Drought,PSE,-0.006239696473987294,0.022143785426226758,-0.028383481900214055,0.11794771227550034,0.08958784699752456,0.5683253158574785,3.469446951953614e-18,271
watergap2-2e,Drought,SWRB,0.19513924317209122,0.23696612999888597,-0.041826886826794765,0.29949560047436563,0.053194178114650256,0.8491757307868095,1.3877787807814457e-17,314
watergap2-2e,Drought,YHH,0.4912964211544118,0.23318489850127558,0.25811152265313625,0.39783949505105826,0.42127369489393307,0.4856953836597061,-5.551115123125783e-17,575
watergap2-2e,Drought,YZR,0.013555279128604318,0.053297391397553254,-0.03974211226894894,0.16693759578512837,0.07545509734678135,0.6887072115423925,6.938893903907228e-18,675
watergap2-2e,Flood,CSL,0.15009872501641636,0.1568715866841443,-0.00677286166772795,0.3120130678892669,0.12167840431498096,0.7194355616527404,2.6020852139652106e-18,1952
watergap2-2e,Flood,PSE,0.008018145258554878,0.00027645084387560944,0.007741694414679269,0.06723122015121114,0.04362586772901971,0.6064674928485153,0.0,271
watergap2-2e,Flood,SWRB,0.1734904556755303,0.18944711550120147,-0.01595665982567116,0.24373877108058922,0.030025648260168958,0.8903230436867121,-2.0816681711721685e-17,314
watergap2-2e,Flood,YHH,0.04660226174471585,0.04763816771905022,-0.0010359059743343636,0.14964131037678885,0.11799174259229901,0.5591286603679431,-3.2526065174565133e-18,575
watergap2-2e,Flood,YZR,0.07224844746806715,0.06631728774945027,0.005931159718616897,0.11199256870931013,0.033349803488262525,0.7705431459249329,-1.734723475976807e-17,675
web-dhm-sg,Drought,CSL,0.020927257079182908,-0.01571257083939645,0.036639827918579365,0.22726013229035744,0.11563935926847073,0.6627601903322405,-6.938893903907228e-18,830
web-dhm-sg,Drought,PSE,-0.0018356157965275593,0.0047576037200274665,-0.006593219516555023,0.11648318314186468,0.02496662374697992,0.8234948191438719,-2.6020852139652106e-18,253
web-dhm-sg,Drought,SWRB,0.16479245859274352,0.10938479608709956,0.05540766250564396,0.21528526910049972,0.08885110890454333,0.7078576739574703,6.938893903907228e-18,143
web-dhm-sg,Drought,YHH,0.021496920637825507,0.004090785029887763,0.017406135607937738,0.1570866556318748,0.08911471892390564,0.6380413428450805,6.938893903907228e-18,338
web-dhm-sg,Drought,YZR,0.020746444888952553,0.034274151898702046,-0.013527707009749496,0.12198510091001225,0.04494422041583252,0.7307589819519978,3.469446951953614e-18,539
web-dhm-sg,Flood,CSL,0.03528798037304316,0.031274912875229995,0.004013067497813163,0.12661903298916158,0.07033748571789752,0.6428781023363175,5.204170427930421e-18,830
web-dhm-sg,Flood,PSE,0.0032074786085653853,0.00014623711517310035,0.003061241493392286,0.07441710907932933,0.017053852643560206,0.8135599285025044,-8.673617379884035e-19,253
