Grid_ID,Lon,Lat,FR_Natural,FR_Natural_ZeroUndefined,FR_Historical,FR_Historical_ZeroUndefined,FR_Factual,FR_Factual_ZeroUndefined,Model,Event_Type,Delta_Total,Delta_HA,Delta_CC,Delta_Total_ZeroUndefined,Delta_HA_ZeroUndefined,Delta_CC_ZeroUndefined
1133,126.25,50.25,0.841726618705036,0.8405797101449275,0.968503937007874,0.9682539682539684,0.8761061946902655,0.875,h08,Drought,0.03437957598522956,0.126777318302838,-0.09239774231760844,0.034420289855072506,0.12767425810904087,-0.09325396825396837
1134,126.75,50.25,0.904,0.9032258064516128,0.904,0.9032258064516128,0.7748344370860927,0.7733333333333333,h08,Drought,-0.12916556291390735,0.0,-0.12916556291390735,-0.12989247311827945,0.0,-0.12989247311827945
1135,127.25,50.25,0.8181818181818182,0.8148148148148148,0.6811594202898551,0.6764705882352942,0.5402298850574713,0.5348837209302325,h08,Drought,-0.27795193312434696,-0.13702239789196313,-0.14092953523238383,-0.27993109388458226,-0.1383442265795206,-0.14158686730506165
1242,116.75,49.75,0.6923076923076923,0.6842105263157895,0.673469387755102,0.6666666666666666,1.2285714285714286,1.2352941176470589,h08,Drought,0.5362637362637364,-0.01883830455259028,0.5551020408163266,0.5510835913312694,-0.01754385964912286,0.5686274509803922
1246,118.75,49.75,1.829268292682927,1.85,1.711111111111111,1.7272727272727273,1.697674418604651,1.7142857142857142,h08,Drought,-0.13159387407827583,-0.11815718157181587,-0.013436692506459957,-0.1357142857142859,-0.1227272727272728,-0.012987012987013102
1247,119.25,49.75,0.8028169014084507,0.8,0.7971014492753623,0.7941176470588235,0.8933333333333333,0.8918918918918919,h08,Drought,0.09051643192488257,-0.005715452133088439,0.096231884057971,0.09189189189189184,-0.005882352941176561,0.0977742448330684
1248,119.75,49.75,1.253968253968254,1.2580645161290325,1.1754385964912282,1.1785714285714286,1.5396825396825398,1.5483870967741935,h08,Drought,0.2857142857142858,-0.07852965747702578,0.3642439431913116,0.29032258064516103,-0.07949308755760387,0.3698156682027649
1249,120.25,49.75,1.4262295081967211,1.4333333333333331,1.2033898305084745,1.206896551724138,1.051948051948052,1.0526315789473684,h08,Drought,-0.37428145624866915,-0.22283967768824664,-0.1514417785604225,-0.38070175438596476,-0.22643678160919523,-0.15426497277676954
1250,120.75,49.75,1.3174603174603174,1.3225806451612905,1.3728813559322033,1.3793103448275863,0.979381443298969,0.9791666666666666,h08,Drought,-0.3380788741613484,0.05542103847188584,-0.39349991263323425,-0.34341397849462385,0.05672969966629582,-0.40014367816091967
1251,121.25,49.75,0.8271604938271605,0.825,0.9154929577464788,0.9142857142857144,1.2469135802469136,1.25,h08,Drought,0.41975308641975306,0.08833246391931826,0.3314206225004348,0.42500000000000004,0.08928571428571441,0.33571428571428563
1252,121.75,49.75,0.956989247311828,0.9565217391304348,1.072289156626506,1.0731707317073171,1.345679012345679,1.35,h08,Drought,0.388689765033851,0.11529990931467804,0.27338985571917296,0.3934782608695653,0.11664899257688233,0.27682926829268295
1253,122.25,49.75,1.18348623853211,1.1851851851851851,1.201834862385321,1.2037037037037035,1.4946236559139785,1.5,h08,Drought,0.3111374173818684,0.0183486238532109,0.2927887935286575,0.3148148148148149,0.01851851851851838,0.2962962962962965
1254,122.75,49.75,0.7961783439490446,0.7948717948717948,0.7961783439490446,0.7948717948717948,0.945945945945946,0.9454545454545454,h08,Drought,0.14976760199690142,0.0,0.14976760199690142,0.1505827505827506,0.0,0.1505827505827506
1255,123.25,49.75,1.10752688172043,1.108695652173913,1.1538461538461535,1.1555555555555554,0.8558558558558559,0.8545454545454545,h08,Drought,-0.2516710258645741,0.04631927212572351,-0.29799029799029764,-0.2541501976284586,0.046859903381642365,-0.30101010101010095
1256,123.75,49.75,0.961904761904762,0.9615384615384616,1.0,1.0,0.963302752293578,0.9629629629629628,h08,Drought,0.0013979903888159395,0.03809523809523796,-0.03669724770642202,0.0014245014245012344,0.038461538461538436,-0.0370370370370372
1257,124.25,49.75,1.0,1.0,1.1538461538461535,1.1578947368421053,0.673469387755102,0.6666666666666666,h08,Drought,-0.326530612244898,0.15384615384615352,-0.4803767660910515,-0.33333333333333337,0.1578947368421053,-0.4912280701754387
1258,124.75,49.75,0.4509803921568627,0.44,0.7454545454545455,0.7407407407407407,0.2698412698412698,0.2580645161290322,h08,Drought,-0.18113912231559287,0.2944741532976828,-0.47561327561327565,-0.1819354838709678,0.3007407407407407,-0.4826762246117085
1259,125.25,49.75,1.064516129032258,1.0666666666666669,0.6410256410256411,0.631578947368421,0.7551020408163265,0.75,h08,Drought,-0.3094140882159315,-0.4234904880066169,0.1140763997906854,-0.3166666666666669,-0.43508771929824586,0.11842105263157898
1260,125.75,49.75,0.9393939393939394,0.9375,0.6756756756756757,0.6666666666666666,0.6888888888888889,0.6818181818181818,h08,Drought,-0.25050505050505056,-0.2637182637182638,0.013213213213213226,-0.25568181818181823,-0.27083333333333337,0.015151515151515138
1261,126.25,49.75,0.7073170731707317,0.7,0.7777777777777778,0.7727272727272727,0.7073170731707317,0.7,h08,Drought,0.0,0.07046070460704612,-0.07046070460704612,0.0,0.07272727272727275,-0.07272727272727275
1262,126.75,49.75,0.6727272727272727,0.6666666666666666,0.8545454545454545,0.8518518518518519,0.4782608695652174,0.4705882352941176,h08,Drought,-0.19446640316205532,0.18181818181818177,-0.3762845849802371,-0.19607843137254904,0.18518518518518523,-0.3812636165577343
1263,127.25,49.75,1.1290322580645162,1.1333333333333333,0.9534883720930232,0.9523809523809524,0.6744186046511628,0.6666666666666666,h08,Drought,-0.45461365341335347,-0.17554388597149306,-0.2790697674418604,-0.4666666666666667,-0.18095238095238086,-0.2857142857142858
1370,116.75,49.25,0.6,0.5714285714285714,0.5294117647058824,0.5,0.8823529411764706,0.875,h08,Drought,0.2823529411764706,-0.07058823529411762,0.3529411764705882,0.3035714285714286,-0.0714285714285714,0.375
1371,117.25,49.25,0.3953488372093023,0.3809523809523809,0.3953488372093023,0.3809523809523809,0.7647058823529411,0.75,h08,Drought,0.3693570451436388,0.0,0.3693570451436388,0.3690476190476191,0.0,0.3690476190476191
1372,117.75,49.25,0.7647058823529411,0.75,0.8461538461538461,0.8333333333333334,1.8888888888888888,2.0,h08,Drought,1.1241830065359477,0.08144796380090502,1.0427350427350426,1.25,0.08333333333333337,1.1666666666666665
1373,118.25,49.25,0.8260869565217391,0.8181818181818182,0.7894736842105263,0.7777777777777778,0.8095238095238095,0.8,h08,Drought,-0.0165631469979296,-0.03661327231121281,0.020050125313283207,-0.018181818181818188,-0.04040404040404044,0.022222222222222254
