Grid_ID,Flat_Index,Lon,Lat,N_Drought_P1,N_Drought_P2,N_Flood_P1,N_Flood_P2,Drought_FR,Flood_FR,Drought_FR_zero_undefined,Flood_FR_zero_undefined,Drought_FR_T05_D10,Drought_FR_T05_D20,Drought_FR_T05_D30,Drought_FR_T08_D10,Drought_FR_T08_D20,Drought_FR_T08_D30,Drought_FR_T10_D10,Drought_FR_T10_D20,Drought_FR_T10_D30,Flood_FR_T05_G10,Flood_FR_T05_G20,Flood_FR_T05_G30,Flood_FR_T08_G10,Flood_FR_T08_G20,Flood_FR_T08_G30,Flood_FR_T10_G10,Flood_FR_T10_G20,Flood_FR_T10_G30,Drought_RR_S1980,Flood_RR_S1980,Drought_RR_S1985,Flood_RR_S1985,Drought_RR_S1990,Flood_RR_S1990,Failed_SRI_Months,Missing_SRI_Days_1950_2019,SRI_Mean_1950_2019,SRI_SD_1950_2019,Selected_Distributions
355,354,121.25,53.25,64,65,69,85,1.0155038759689923,1.2302158273381294,1.015625,1.2318840579710144,0.9685863874345549,1.0155038759689923,0.8734177215189873,1.176,0.9701492537313433,0.6862745098039216,0.5897435897435898,0.4117647058823529,0.3939393939393939,1.360655737704918,1.2302158273381294,1.0618556701030928,1.4720496894409938,1.5739130434782609,1.4,1.394904458598726,1.6194690265486726,1.3950617283950617,0.9294871794871795,1.331081081081081,1.0155038759689923,1.2302158273381296,1.160671462829736,1.2024539877300613,0,0,9.436654779573523e-05,1.0000062891936892,gamma|gamma|gamma|lognormal|lognormal|lognormal|lognormal|lognormal|lognormal|lognormal|gamma|gamma
356,355,121.75,53.25,56,57,61,92,1.0176991150442478,1.5040650406504066,1.0178571428571428,1.5081967213114753,1.0,1.0176991150442478,0.8024691358024691,0.8014184397163121,0.7647058823529411,0.47368421052631576,0.4634146341463415,0.2753623188405797,0.37142857142857144,1.5207100591715976,1.5040650406504066,1.1682242990654206,1.3625730994152048,1.434782608695652,1.3950617283950617,1.3673469387755102,1.5233644859813085,1.608695652173913,0.8928571428571429,1.5681818181818181,1.0176991150442478,1.5040650406504066,1.1382113821138211,1.57919621749409,0,0,0.0005438444584155658,0.9964692100857836,gamma|weibull|weibull|lognormal|lognormal|lognormal|lognormal|lognormal|lognormal|lognormal|gamma|gamma
