Grid_ID,Lon,Lat,Event_Type,Delta_Total_mean_ScenarioSpecific,Delta_HA_mean_ScenarioSpecific,Delta_CC_mean_ScenarioSpecific,Delta_Total_mean_CommonReference,Delta_HA_mean_CommonReference,Delta_CC_mean_CommonReference
2912,119.75,43.25,Drought,6.818573393096401,0.7047290409861345,6.113844352110267,6.706897042836275,6.336340260197047,0.3705567826392283
2913,120.25,43.25,Drought,1.999458336782224,1.9202288390029452,0.0792294977792783,1.798808671758855,3.822363249760606,-2.0235545780017508
2914,120.75,43.25,Drought,1.9494111955396287,3.0961045172034694,-1.1466933216638404,1.506469767407874,1.974806074189921,-0.4683363067820472
2915,121.25,43.25,Drought,0.3591763697105925,0.2080806790848927,0.1510956906256998,0.2436697568595172,0.0579582281190593,0.1857115287404579
2916,121.75,43.25,Drought,1.3749407818471682,3.6328780807860497,-2.2579372989388813,1.434078717024038,4.100775085590482,-2.6666963685664435
2917,122.25,43.25,Drought,0.046755499239586,-0.0449226002761176,0.0916780995157037,0.158806168809429,0.0087827622670869,0.1500234065423421
2918,122.75,43.25,Drought,0.218176692942775,0.0110416657373425,0.2071350272054325,0.231663358284339,0.0759400192195953,0.1557233390647438
2919,123.25,43.25,Drought,0.0258335815251548,-0.005235462511745,0.0310690440368998,0.1279954081834007,0.0946840806342731,0.0333113275491276
2920,123.75,43.25,Drought,0.0989561431868901,0.1172667931730081,-0.0183106499861179,0.2223749641836571,0.5216919002245062,-0.299316936040849
2921,124.25,43.25,Drought,0.4441272267274301,0.1132858845754441,0.3308413421519859,0.397684772290001,0.3135206727346749,0.0841640995553261
2922,124.75,43.25,Drought,0.1626161895729996,-0.079735748207166,0.2423519377801656,0.1693634970318036,0.0652236896204282,0.1041398074113754
2923,125.25,43.25,Drought,0.5487244183970378,-0.0379683382405065,0.5866927566375443,0.4017272601913776,0.2689206631344981,0.1328065970568795
2924,125.75,43.25,Drought,0.0084604241800326,0.0226343168402805,-0.0141738926602479,0.0362562006126593,0.0364993871008025,-0.0002431864881431
2925,126.25,43.25,Drought,0.0489399384627613,-0.1246607873505512,0.1736007258133125,0.0440275689892615,-0.0648578903493075,0.1088854593385691
2926,126.75,43.25,Drought,0.2139027326881953,0.1303740903642929,0.0835286423239023,0.2971855933302222,0.1320817527952039,0.1651038405350183
2927,127.25,43.25,Drought,-0.0127562238601341,0.0023623438028103,-0.0151185676629445,0.1411418339426678,-0.0555240242113454,0.1966658581540132
2928,127.75,43.25,Drought,-0.1136553629828001,0.0016628738059848,-0.115318236788785,0.0125244829404769,0.0038555561822778,0.008668926758199
2929,128.25,43.25,Drought,-0.0999772490220315,0.0056661295195446,-0.1056433785415762,-0.1895470336566438,0.0075508627309404,-0.1970978963875843
2930,128.75,43.25,Drought,-0.0854044718034325,-0.0534931367461796,-0.0319113350572529,-0.0606305554306314,-0.0656933162022117,0.0050627607715803
2931,129.25,43.25,Drought,-0.0831453823091393,0.08222014092238,-0.1653655232315193,-0.1110091456433109,-0.0944441044205228,-0.016565041222788
2932,129.75,43.25,Drought,-0.0516378278213454,0.0317831825685657,-0.0834210103899112,-0.1628564883253694,-0.0616945483677622,-0.1011619399576071
2933,130.25,43.25,Drought,-0.1859608125494265,-0.0525273862241866,-0.1334334263252398,-0.1691649334325242,-0.0486316956444123,-0.1205332377881119
2934,130.75,43.25,Drought,-0.2601994905922729,0.0160000451913426,-0.2761995357836156,-0.30389551369861,-0.016291048930205,-0.287604464768405
2961,80.25,42.75,Drought,-0.1880425850108405,0.0478736150219476,-0.2359162000327882,-0.2075558013195787,-0.1189696211194999,-0.0885861802000787
2962,80.75,42.75,Drought,-0.2886451750920504,-0.1938014378605028,-0.0948437372315475,-0.2889314723991556,-0.1790708626357939,-0.1098606097633617
2963,81.25,42.75,Drought,-0.1576406157736198,-0.0638097227325888,-0.0938308930410309,-0.1774057380663616,-0.0543781993600386,-0.123027538706323
2964,81.75,42.75,Drought,0.0020896996187795,0.0170328425291753,-0.0149431429103958,-0.0536792670513391,-0.0043549273057367,-0.0493243397456023
2965,82.25,42.75,Drought,-0.0798275789421774,0.0178650873898599,-0.0976926663320373,-0.2223540475789895,-0.0117287597998846,-0.2106252877791049
2966,82.75,42.75,Drought,-0.2013699576562461,-0.0126412330063445,-0.1887287246499016,-0.2724171147928168,0.036628945801072,-0.3090460605938888
2967,83.25,42.75,Drought,-0.2015818907196195,-0.0213284575607804,-0.180253433158839,-0.1439613360822232,-0.0093384707316329,-0.1346228653505903
2968,83.75,42.75,Drought,-0.1851177052063383,0.0395418441349142,-0.2246595493412526,-0.1508827970299734,-0.0478150396667623,-0.103067757363211
2969,84.25,42.75,Drought,-0.0113494510239922,0.0949868477056846,-0.1063362987296769,-0.086322592918666,0.0780920571965348,-0.1644146501152009
2970,84.75,42.75,Drought,-0.1076336493743424,0.4348299591974537,-0.5424636085717962,-0.1844863313056494,-0.0081281208135428,-0.1763582104921066
2971,85.25,42.75,Drought,0.0484282121934278,0.1225238207354949,-0.074095608542067,-0.03002713018137,-0.0270555192181908,-0.0029716109631791
2972,85.75,42.75,Drought,-0.028435394826155,0.0227757317309556,-0.0512111265571106,0.1010171427483507,-0.0002714093157435,0.1012885520640943
2973,86.25,42.75,Drought,-0.0328330284291608,0.0487740333675061,-0.081607061796667,-0.0484379640784857,0.0073847870283536,-0.0558227511068393
2974,86.75,42.75,Drought,-0.1864684914559902,0.0339175766761973,-0.2203860681321875,-0.1253509418161732,0.0641621156452488,-0.189513057461422
2975,87.25,42.75,Drought,-0.1125604516485119,-0.0322374429223744,-0.0803230087261375,-0.032098084908398,0.0688995215311004,-0.1009976064394985
2976,87.75,42.75,Drought,-0.0755519211108858,0.1859739329244061,-0.2615258540352919,-0.0500045831281382,0.3036132300999388,-0.3536178132280771
2977,88.25,42.75,Drought,0.0079611800287246,-0.0257773182194337,0.0337384982481584,-0.2821229648355646,-0.248599581245082,-0.0335233835904825
2978,88.75,42.75,Drought,0.9484947766842384,0.5444556582037788,0.4040391184804599,0.7061553344291202,0.1402747253133816,0.5658806091157385
2979,89.25,42.75,Drought,8.225075018546011,1.8455606289869435,6.379514389559066,8.330821832420625,12.563875010310058,-4.233053177889434
2980,89.75,42.75,Drought,-0.0298651683152166,-0.1643317596439476,0.134466591328731,0.5413410901309957,0.4573068400311446,0.0840342500998511
2981,90.25,42.75,Drought,0.4013589513036293,0.7455505369245623,-0.344191585620933,1.1277428739636397,9.13029264959548,-8.00254977563184
2982,90.75,42.75,Drought,3.108778052865037,-0.1241216077284791,3.232899660593516,2.646216505826452,2.2791908562074306,0.3670256496190212
2983,91.25,42.75,Drought,4.869836222770384,0.0835975572142372,4.786238665556146,3.506837714476808,1.7225921253783896,1.784245589098418
2984,91.75,42.75,Drought,0.7088999571463851,0.2384760589988716,0.4704238981475135,0.5891238635312549,4.015951353666415,-3.4268274901351603
2985,92.25,42.75,Drought,0.2307486052120719,0.0523629475944235,0.1783856576176484,0.7646090865132118,1.33791624404891,-0.5733071575356982
2986,92.75,42.75,Drought,0.1310944815096226,0.1597602810314714,-0.0286657995218488,0.4498700390208511,-0.3507339636177269,0.800604002638578
2987,93.25,42.75,Drought,0.9294763243840888,0.6170103410620628,0.3124659833220259,0.7626631285868237,6.531038323795356,-5.768375195208532
2988,93.75,42.75,Drought,0.1352306221475069,0.3160849408051506,-0.1808543186576436,-0.0089431393084214,0.0078698319383525,-0.0168129712467741
2989,94.25,42.75,Drought,0.0251104700798459,0.0553748611328071,-0.0302643910529612,-0.0824484159796348,-0.3362939996753902,0.2538455836957554
2990,94.75,42.75,Drought,0.0223992047054653,-0.0560516504001497,0.078450855105615,0.2454691172306988,-0.1058308602947239,0.3512999775254228
2991,95.25,42.75,Drought,0.1042753707469961,0.0171426641474152,0.0871327065995808,0.2879583687245245,0.4362353168656644,-0.1482769481411399
2992,95.75,42.75,Drought,0.1753746116048979,0.0109323727886955,0.1644422388162023,0.2146578138089626,-0.0204202156852697,0.2350780294942323
2993,96.25,42.75,Drought,0.1115455760886464,0.0250853789666668,0.0864601971219795,-0.1092467041146066,0.0110861663555832,-0.1203328704701899
2994,96.75,42.75,Drought,0.0451063875207046,-0.0085659517003264,0.053672339221031,0.0953169965080064,-0.0393188353908078,0.1346358318988142
2995,97.25,42.75,Drought,-0.0232019255973339,0.0039010676097077,-0.0271029932070416,0.2388844908480211,-0.0172918245496049,0.2561763153976261
3022,110.75,42.75,Drought,7.077735916257318,0.8149593260939092,6.2627765901634085,7.391037303352806,0.05556683926901,7.335470464083796
3023,111.25,42.75,Drought,4.347813672083822,0.6564246417322549,3.691389030351568,4.601811420622107,0.032761822677789,4.569049597944317
3024,111.75,42.75,Drought,4.190704156430156,1.5685252551616031,2.622178901268553,4.531981321911353,0.116575591985428,4.415405729925925
3025,112.25,42.75,Drought,4.628134439912655,0.0310666182320122,4.597067821680644,4.888985507918295,0.0320549597219136,4.856930548196382
3026,112.75,42.75,Drought,5.491865358356349,1.1612789992341743,4.330586359122174,5.378451186781978,0.0001648947896765,5.378286291992302
3027,113.25,42.75,Drought,1.2938249451346333,0.1652078776328523,1.128617067501781,1.2722305510019405,0.0834507730236841,1.1887797779782563
3028,113.75,42.75,Drought,1.797601845191833,0.0549468917742855,1.7426549534175473,1.7407545041296857,1.4301269720861427,0.3106275320435429
3029,114.25,42.75,Drought,2.704154800764866,0.2550849537877107,2.4490698469771552,1.1290081453167469,-1.0971811676151746,2.226189312931921
3030,114.75,42.75,Drought,0.8192693727841739,0.0711067752748362,0.7481625975093377,0.3363941178451166,0.3055803364599171,0.0308137813851994
3031,115.25,42.75,Drought,0.2233183142226016,0.149927581049831,0.0733907331727705,-0.3758892450058437,0.0777403691816109,-0.4536296141874547
3032,115.75,42.75,Drought,0.5515364850536567,-0.005455933700434,0.5569924187540908,-0.1148055280055883,0.0312088654818824,-0.1460143934874707
3033,116.25,42.75,Drought,0.4725356055258268,0.09516951589496,0.3773660896308667,-0.482651432426828,0.0868997984801326,-0.5695512309069607
3034,116.75,42.75,Drought,0.3452040921765495,-0.07393067755946,0.4191347697360095,-0.5146795179990953,-0.2462808774987162,-0.268398640500379
3035,117.25,42.75,Drought,0.0168883107029532,-0.0368811975477974,0.0537695082507507,-0.9841494075619928,0.0369555395367247,-1.0211049470987177
3036,117.75,42.75,Drought,0.2606499577800473,0.049472450520911,0.2111775072591363,0.1658815816699871,0.047937461276016,0.117944120393971
3037,118.25,42.75,Drought,0.3597383031682652,0.2663952656441956,0.0933430375240696,-0.3630756168770108,0.1294275000226871,-0.4925031168996979
3038,118.75,42.75,Drought,0.2188643726988358,0.1159123664360939,0.1029520062627419,-0.0276857553151143,0.5065307079155675,-0.5342164632306818
3039,119.25,42.75,Drought,0.2788016683012752,0.1128708779658888,0.1659307903353863,-0.0437859003952049,-0.2587571572985649,0.2149712569033599
3040,119.75,42.75,Drought,0.5064413337576313,0.2430113348972373,0.2634299988603939,0.4642506290441313,0.3807284445011758,0.0835221845429554
3041,120.25,42.75,Drought,0.3104981514607246,0.0468371823594163,0.2636609691013083,-0.5518836932460042,0.280290243549881,-0.8321739367958854
3042,120.75,42.75,Drought,-0.0114848707609792,-0.0373497144644748,0.0258648437034956,-0.3105951644169445,-0.226775522283251,-0.0838196421336935
3043,121.25,42.75,Drought,0.9211973793984488,0.1516875175173643,0.7695098618810846,0.5212609770897755,0.0713010889451506,0.4499598881446247
3044,121.75,42.75,Drought,0.2562266380071336,-0.0108478875608068,0.2670745255679403,0.0711887554285547,-0.0521492717849224,0.1233380272134772
3045,122.25,42.75,Drought,0.1295460363347963,0.1372863001777994,-0.007740263843003,0.0665553180814637,0.0960859649371837,-0.02953064685572
3046,122.75,42.75,Drought,-0.0187937233735215,0.0835139087042636,-0.1023076320777851,-0.0900234846188148,-0.0685703584151605,-0.0214531262036543
3047,123.25,42.75,Drought,-0.0796744072211995,-0.1548650250177244,0.0751906177965248,0.1001420894345891,-0.0228904834034294,0.1230325728380186
3048,123.75,42.75,Drought,0.0486412021280069,0.0338148820696054,0.0148263200584015,0.1039518800761144,0.11805308265425,-0.0141012025781355
3049,124.25,42.75,Drought,0.0748632954601951,-0.087827334334287,0.1626906297944821,0.2860898551498959,0.08521212856409,0.2008777265858058
3050,124.75,42.75,Drought,0.2966254474530888,-0.0425778559463485,0.3392033033994372,0.2338934627331383,0.0361342153818428,0.1977592473512954
3051,125.25,42.75,Drought,1.7403183867664442,0.0317802758533356,1.7085381109131086,1.803715378584503,0.2778527941738605,1.5258625844106426
3052,125.75,42.75,Drought,0.0776534908093751,-0.0027917871944081,0.0804452780037832,-0.1767813322870166,-0.1823669484971961,0.0055856162101794
3053,126.25,42.75,Drought,0.1174552351339569,0.0061771606699302,0.1112780744640266,0.2022813712367857,0.0322577690271693,0.1700236022096164
3054,126.75,42.75,Drought,0.060246970290438,-0.0149294929678376,0.0751764632582756,0.2036871975010849,-0.0796711034615369,0.2833583009626219
3055,127.25,42.75,Drought,0.0392094266687941,0.0405100777411498,-0.0013006510723556,0.2416879962318086,0.0498755200138235,0.191812476217985
3056,127.75,42.75,Drought,-0.0323757217465019,-0.0086421037755893,-0.0237336179709126,-0.023040301756494,0.0285072277040059,-0.0515475294605
3057,128.25,42.75,Drought,-0.0714137188859248,0.013318332447294,-0.0847320513332188,-0.040510038232741,0.0148707248225987,-0.0553807630553398
3058,128.75,42.75,Drought,-0.0171049909754016,0.020955539030727,-0.0380605300061287,0.0609455587646941,0.0373077106975677,0.0236378480671264
3059,129.25,42.75,Drought,-0.0505958599935736,0.0261790397552298,-0.0767748997488034,-0.1359763986090807,-0.0227161044091852,-0.1132602941998955
3060,129.75,42.75,Drought,-0.1126381628025431,0.0261927445944,-0.1388309073969431,-0.0367804550870731,0.0186992918398725,-0.0554797469269456
3061,130.25,42.75,Drought,-0.0945469961235648,0.0440320994287883,-0.1385790955523532,-0.0274969641695497,0.075282567258052,-0.1027795314276018
3090,80.75,42.25,Drought,0.0599984391035022,0.0815957391811745,-0.0215973000776723,0.0271996300984746,0.0439347341044622,-0.0167351040059875
3091,81.25,42.25,Drought,-0.1886854642017768,0.0153997931444391,-0.204085257346216,-0.2602852352867348,0.0219886432282228,-0.2822738785149576
3092,81.75,42.25,Drought,-0.2119019601203211,-0.059985753032906,-0.1519162070874151,-0.3160967845080691,-0.1444629962764677,-0.1716337882316013
3093,82.25,42.25,Drought,-0.214872552333387,-0.1307426834381349,-0.084129868895252,-0.2238707668278768,-0.0853940384758736,-0.1384767283520032
3094,82.75,42.25,Drought,0.3327937266443395,0.143702612472847,0.1890911141714923,-0.105539379008043,-0.1008271734976117,-0.0047122055104312
3095,83.25,42.25,Drought,-0.1978912833733971,-0.0303596437071278,-0.1675316396662693,-0.3713555699207533,-0.2433272207996918,-0.1280283491210613
3096,83.75,42.25,Drought,-0.1379678852282646,0.0816630368864399,-0.2196309221147046,-0.2693124077620853,0.0687541514642065,-0.3380665592262919
3097,84.25,42.25,Drought,-0.1757674340205457,-0.0275943164548917,-0.1481731175656539,-0.1103813565895717,0.0704008806955971,-0.1807822372851688
3098,84.75,42.25,Drought,-0.0054257396824563,0.1418693793306797,-0.147295119013136,0.0118242835073026,0.1655634765523859,-0.1537391930450833
3099,85.25,42.25,Drought,-0.3437452395817431,-0.1686156977804946,-0.1751295418012485,-0.2823418370209681,-0.0712490188724485,-0.2110928181485195
3100,85.75,42.25,Drought,-0.1354339202089172,0.0447454384727262,-0.1801793586816435,-0.2626974388960281,-0.1270627235761866,-0.1356347153198416
3101,86.25,42.25,Drought,0.8030230326625442,0.3787989557003118,0.4242240769622323,0.1473220417884072,-0.1924538657793402,0.3397759075677474
3102,86.75,42.25,Drought,0.3260262771005434,0.1864118342461082,0.1396144428544351,-0.0106725307940269,-0.0284506141753203,0.0177780833812934
3103,87.25,42.25,Drought,0.1463941419231963,0.2392999345793285,-0.0929057926561322,0.1050481325352059,0.1266410002566736,-0.0215928677214676
3104,87.75,42.25,Drought,-0.051830192943439,-0.0079666961354401,-0.0438634968079988,0.1241242504178492,0.0628427367834899,0.0612815136343593
3105,88.25,42.25,Drought,0.3659051397059484,0.013718258126405,0.3521868815795433,0.3828726675912371,-0.0595662267311126,0.4424388943223499
3106,88.75,42.25,Drought,0.2079231732601202,0.2562831678586572,-0.0483599945985369,0.6669612459602278,0.1862698960915994,0.4806913498686282
3107,89.25,42.25,Drought,0.9378096767494856,-0.2420342836139344,1.17984396036342,1.6255568126633844,6.322802630747788,-4.6972458180844034
3108,89.75,42.25,Drought,12.127866799773704,0.2713482392625154,11.856518560511187,10.551162282450088,1.3717189084204693,9.17944337402962
3109,90.25,42.25,Drought,6.622092227221024,-0.0174017923946486,6.639494019615672,7.054757443585856,3.3025459563081694,3.7522114872776857
3110,90.75,42.25,Drought,5.239506380635933,0.0898616165501926,5.14964476408574,5.454057297897651,4.992908962767592,0.4611483351300591
3111,91.25,42.25,Drought,2.7738234246964604,0.2831866081808853,2.490636816515575,3.04592299106356,4.810846891948269,-1.7649239008847086
3112,91.75,42.25,Drought,1.9119449817146168,-0.041987889765543,1.95393287148016,0.7343309398972054,5.1881980682641125,-4.453867128366906
3113,92.25,42.25,Drought,-0.1675361384933501,-0.1224197335137464,-0.0451164049796036,0.2397642740039143,0.3848813226739241,-0.1451170486700097
3114,92.75,42.25,Drought,-0.4305679599250249,-0.6190373632290445,0.1884694033040196,0.6473796612637105,0.3676576968855877,0.2797219643781227
3115,93.25,42.25,Drought,7.844415718813639,0.2501794242145119,7.594236294599128,6.928871319492068,-0.0116176967240797,6.940489016216148
3116,93.75,42.25,Drought,10.499653846929426,0.9967426675986794,9.502911179330749,7.757843415686636,5.131648332930096,2.6261950827565395
3117,94.25,42.25,Drought,8.325264915001696,3.4058907915083005,4.919374123493397,8.716341888440668,0.3369015147616352,8.379440373679033
3118,94.75,42.25,Drought,0.7072439293248461,0.2158269647589769,0.4914169645658693,0.8122829676418468,0.0005311612320373,0.8117518064098096
3119,95.25,42.25,Drought,0.3201194077601172,0.1008578814315459,0.2192615263285713,0.4390346265158167,0.0187813972861284,0.4202532292296883
3120,95.75,42.25,Drought,0.2087726319426707,0.1872209499298421,0.0215516820128286,0.1833449073705945,0.0001757372727772,0.1831691700978173
3121,96.25,42.25,Drought,0.4984551742679485,0.0770644180744605,0.4213907561934881,0.4616531041818625,-0.0034260917035618,0.4650791958854244
3122,96.75,42.25,Drought,0.1435193955186737,0.0309450910682246,0.112574304450449,0.2162684549513572,-0.0387083309921899,0.2549767859435471
3123,97.25,42.25,Drought,0.1839019279235051,-0.0441300472974353,0.2280319752209404,0.277371186410645,-0.0504894061941042,0.3278605926047492
3124,97.75,42.25,Drought,0.271903529879422,0.0231912092752059,0.248712320604216,0.2017807982550608,-0.0154874044007902,0.2172682026558511
3125,98.25,42.25,Drought,0.3426955386070088,0.0214504510012299,0.3212450876057788,0.4312612164801582,0.0064356695935643,0.4248255468865939
3126,98.75,42.25,Drought,0.4185409565848952,0.025623865044852,0.3929170915400432,0.225772146162108,0.0,0.225772146162108
3127,99.25,42.25,Drought,0.6175189129269741,0.0145420386761798,0.6029768742507942,0.3227992201046692,0.0216282642089093,0.3011709558957599
3128,99.75,42.25,Drought,0.3615078750668232,0.0076065542958582,0.3539013207709649,-0.3474005720409296,-0.4291088546784584,0.0817082826375286
3129,100.25,42.25,Drought,0.294952311045399,0.0143884892086331,0.2805638218367659,-0.3082236920373321,-0.0191616766467066,-0.2890620153906255
3130,100.75,42.25,Drought,1.7329538097313129,0.0761960145436105,1.6567577951877026,1.476122710490639,1.5300696108638596,-0.0539469003732206
3131,101.25,42.25,Drought,0.4429110649379086,0.3673254301692317,0.0755856347686768,0.1861035758219134,0.2699543053824699,-0.0838507295605565
3132,101.75,42.25,Drought,0.382823074108182,-0.0121475868774412,0.3949706609856232,0.1883587415784867,-0.0298457849409223,0.2182045265194091
3142,106.75,42.25,Drought,0.0390760277953269,0.0457670735060052,-0.0066910457106783,-0.0126254307871709,0.0986517358610382,-0.1112771666482091
3143,107.25,42.25,Drought,0.2084687814426796,0.1803365877972655,0.028132193645414,0.2740097757985841,0.0872254786588213,0.1867842971397628
3144,107.75,42.25,Drought,0.4045089698034765,0.1970004660706277,0.2075085037328488,0.6973894170738256,0.0754621035874079,0.6219273134864177
3145,108.25,42.25,Drought,0.3144721340104296,0.1300714743563913,0.1844006596540382,0.3343360345104235,0.1380360872224957,0.1962999472879277
3146,108.75,42.25,Drought,1.2459866724856643,-0.0854168890027248,1.3314035614883892,1.4366355119405787,0.6938571817439434,0.7427783301966352
3147,109.25,42.25,Drought,9.626649684363924,1.3747719846111748,8.25187769975275,9.97699440775106,2.054110259558027,7.922884148193032
3148,109.75,42.25,Drought,10.093906692860935,0.5705171180950092,9.523389574765924,10.490318383644304,4.4422907519864205,6.048027631657883
3149,110.25,42.25,Drought,7.7974329998420275,0.0206543500661146,7.776778649775913,7.140153942423159,4.045772180337983,3.094381762085176
3150,110.75,42.25,Drought,0.4324090532676255,0.2963553236496132,0.1360537296180124,-3.906536713737072,4.394416137778969,-8.300952851516042
3151,111.25,42.25,Drought,8.022700306456292,8.031715634088714,-0.0090153276324214,6.123783395359305,3.482746628251415,2.6410367671078907
3152,111.75,42.25,Drought,6.756079654216735,0.4354776327639436,6.320602021452792,5.93409547865769,2.932967926666874,3.001127551990816
3153,112.25,42.25,Drought,10.00262563457362,1.85005331997279,8.152572314600828,8.742768531603287,2.332269530937677,6.41049900066561
3154,112.75,42.25,Drought,6.684330746465288,0.911733863470006,5.772596882995281,7.693806085261237,2.3896016956708497,5.304204389590388
3155,113.25,42.25,Drought,4.369171621884926,1.8259605608188465,2.543211061066079,3.9242434321292823,2.738798896763847,1.185444535365436
3156,113.75,42.25,Drought,1.9482320891228893,0.3245063635483868,1.623725725574502,1.0434804556585568,2.0583958739056607,-1.014915418247104
3157,114.25,42.25,Drought,0.8708932381743663,0.289645485010309,0.5812477531640573,-0.0084888265680588,0.9143778961139986,-0.9228667226820574
3158,114.75,42.25,Drought,0.8853059176921275,0.3084598940857484,0.5768460236063792,-0.1262244551198217,0.9621749275236292,-1.088399382643451
3159,115.25,42.25,Drought,0.2503307603404832,0.1758204300922793,0.0745103302482038,-1.6236111549594474,0.5167386748256325,-2.14034982978508
3160,115.75,42.25,Drought,0.1055525836420674,0.1572205438025896,-0.0516679601605222,-0.8870362792211534,0.3931387122972278,-1.280174991518381
3161,116.25,42.25,Drought,0.0491252597517452,0.0537209086129074,-0.0045956488611621,-0.9927687427384952,0.0060385991735991,-0.9988073419120944
3162,116.75,42.25,Drought,0.2423254491570282,0.2904697308283543,-0.048144281671326,0.0818628257968627,1.0607526528565268,-0.978889827059664
3163,117.25,42.25,Drought,0.0563620514326344,0.0417736131606066,0.0145884382720278,-0.1701056975325994,0.2905344420282623,-0.4606401395608618
3164,117.75,42.25,Drought,0.2092921828642247,0.22467396543609,-0.0153817825718653,0.0891281653833799,0.2229662472134736,-0.1338380818300937
3165,118.25,42.25,Drought,0.1534396437154624,0.1707912398464024,-0.0173515961309399,0.1964228229077441,0.2229244815055366,-0.0265016585977925
3166,118.75,42.25,Drought,0.0416869193663293,-0.0634917254725014,0.1051786448388308,0.1129442908482827,-0.0358955803401289,0.1488398711884117
3167,119.25,42.25,Drought,0.0743865018861797,0.1119714173061543,-0.0375849154199746,0.1308266244790185,0.124254307634612,0.0065723168444065
3168,119.75,42.25,Drought,0.2788270660694709,0.1251278011233177,0.1536992649461531,0.3535005258012461,0.7798888407763211,-0.4263883149750751
3169,120.25,42.25,Drought,0.0691382313426696,0.0259489380613588,0.0431892932813107,0.2826607955514251,0.5662005355536269,-0.2835397400022018
3170,120.75,42.25,Drought,0.1358398542965267,0.0552719940735122,0.0805678602230145,0.3143706438581888,0.1623783802910295,0.1519922635671592
3171,121.25,42.25,Drought,0.2841147294688532,0.090945168095488,0.1931695613733652,0.2058324138225044,0.053988087013125,0.1518443268093793
3172,121.75,42.25,Drought,0.1409628867996883,0.0359851343982074,0.1049777524014809,0.2216517337417537,0.3039061861781851,-0.0822544524364314
3173,122.25,42.25,Drought,0.0978972615245223,0.2103145038636511,-0.1124172423391288,0.230455084112001,0.1216103586907928,0.1088447254212081
3174,122.75,42.25,Drought,-0.0734923414383715,0.1017772559038629,-0.1752695973422343,0.1950812432767647,0.3303782322199042,-0.1352969889431395
3175,123.25,42.25,Drought,0.207639764484352,0.1683272033525456,0.0393125611318063,0.1875418636372729,0.1402538112116514,0.0472880524256214
3176,123.75,42.25,Drought,0.5743400520764387,-0.0162417019947438,0.5905817540711825,0.3627583876148613,-0.084269670474608,0.4470280580894693
3177,124.25,42.25,Drought,0.0516678084770291,-0.0028916659610138,0.0545594744380429,-0.0010842108836057,0.0892936866297945,-0.0903778975134002
3178,124.75,42.25,Drought,0.1903988130966084,0.031027080824844,0.1593717322717644,-0.0647958644836407,-0.0476274901658725,-0.0171683743177681
3179,125.25,42.25,Drought,0.0765990967651114,-0.0107616384834081,0.0873607352485195,0.1667771380024324,0.0041523848985261,0.1626247531039063
3180,125.75,42.25,Drought,0.3017467799720318,0.0341082308793612,0.2676385490926706,0.356068161626255,-0.0360482801067599,0.3921164417330149
3181,126.25,42.25,Drought,0.2054212073119664,0.0341103310945216,0.1713108762174448,0.2862462458324225,-0.0111584865872852,0.2974047324197077
3182,126.75,42.25,Drought,0.0272926695285353,0.0054797775839646,0.0218128919445707,0.2142711594096803,0.0030277999571451,0.2112433594525352
3183,127.25,42.25,Drought,0.1183288419227865,0.0209135688234707,0.0974152730993157,0.1742808286674982,-0.0194816654192412,0.1937624940867394
3184,127.75,42.25,Drought,-0.0356495611788026,0.0310435606206649,-0.0666931217994675,0.0878645659478181,0.0381990065206433,0.0496655594271748
3185,128.25,42.25,Drought,-0.0619396037280378,-0.0340304345392376,-0.0279091691888002,-0.0704808015422894,-0.0435794798633045,-0.0269013216789849
3186,128.75,42.25,Drought,-0.1037807166596816,-0.0205973326185749,-0.0831833840411067,-0.0547988840361819,-0.0186075521934514,-0.0361913318427305
3216,79.75,41.75,Drought,-0.1038779878666863,6.307701580982039e-05,-0.1039410648824962,-0.1322383282912597,0.0003909885971182,-0.1326293168883779
3217,80.25,41.75,Drought,-0.3376769931614595,-0.1012557423748672,-0.2364212507865922,-0.1506738486370778,-0.0506728238740751,-0.1000010247630026
3218,80.75,41.75,Drought,-0.115427573394313,-0.0431254770014508,-0.0723020963928622,-0.5247733342262799,-0.436391555488726,-0.0883817787375539
3219,81.25,41.75,Drought,0.5372252768718317,0.2716516820047261,0.2655735948671055,-0.0370839862756558,-0.1586901654452817,0.1216061791696259
3220,81.75,41.75,Drought,0.0786164618320659,0.0265278441566836,0.0520886176753822,-0.1369654310055418,-0.1436553208822518,0.0066898898767099
3221,82.25,41.75,Drought,0.1908774727537299,0.1769523142967466,0.0139251584569832,-0.0822825217299813,-0.0700953393314798,-0.0121871823985014
3222,82.75,41.75,Drought,0.0389614144807469,0.2085049825781481,-0.1695435680974011,-0.0724844731677568,-0.0024908030817341,-0.0699936700860226
3223,83.25,41.75,Drought,0.1558549099882653,0.0551392558494232,0.1007156541388421,-0.1320092477573893,-0.1718986972219411,0.0398894494645517
3224,83.75,41.75,Drought,0.0235435796038695,0.0949808112957906,-0.0714372316919211,0.0956608975600816,0.4688050895725002,-0.3731441920124186
3225,84.25,41.75,Drought,0.7955410532084907,0.4987385189934117,0.2968025342150789,0.4275455746991568,0.1039723397995701,0.3235732348995866
3226,84.75,41.75,Drought,3.0402807239136456,0.6287289172732065,2.411551806640439,2.9838176615517003,9.960808486205648,-6.976990824653948
3227,85.25,41.75,Drought,1.91739112796901,0.1811063443574342,1.7362847836115762,2.0475032815261835,2.8018143806854723,-0.7543110991592891
